2026.06.22 06:00:00,XAUUSD,1,FBO,BUY,FBO_BUY_1782108000,0,0,REJECTED,5,FBO: not eligible,3,1,1,20.0,566.3,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:00:00,XAUUSD,1,FBO,SELL,FBO_SELL_1782108000,0,0,REJECTED,5,FBO: not eligible,3,1,1,20.0,566.3,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:05:00,XAUUSD,1,FBO,BUY,FBO_BUY_1782108300,0,0,REJECTED,5,FBO: not eligible,3,1,1,20.0,547.2,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:05:00,XAUUSD,1,FBO,SELL,FBO_SELL_1782108300,0,0,REJECTED,5,FBO: not eligible,3,1,1,20.0,547.2,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:25:00,XAUUSD,1,FBO,BUY,FBO_BUY_1782109500,0,0,REJECTED,23,FBO Long: insufficient R:R,3,1,1,19.0,565.2,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:25:00,XAUUSD,1,FBO,SELL,FBO_SELL_1782109500,0,0,REJECTED,23,FBO Short: no upside failed auction,3,1,1,19.0,565.2,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:35:00,XAUUSD,1,FBO,BUY,FBO_BUY_1782110100,0,0,REJECTED,5,FBO: not eligible,2,1,1,21.0,524.7,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:35:00,XAUUSD,1,FBO,SELL,FBO_SELL_1782110100,0,0,REJECTED,5,FBO: not eligible,2,1,1,21.0,524.7,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:45:00,XAUUSD,1,FBO,BUY,FBO_BUY_1782110700,0,0,REJECTED,5,FBO: not eligible,3,0,1,20.0,483.6,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:45:00,XAUUSD,1,FBO,SELL,FBO_SELL_1782110700,0,0,REJECTED,5,FBO: not eligible,3,0,1,20.0,483.6,0.00000,0.00000,0.00000,0.00,0.000
2026.06.22 06:50:00,XAUUSD,1,FBO,BUY,FBO_BUY_1782111000,0,0,REJECTED,5,FBO: not eligible,2,0,1,20.0,461.9,0.00000,0.00000,0.00000,0.00,0.000
